GeneName	GeneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CD27-AS1	ENSG00000215039	122.6981957	0.63128885	0.263062173	2.399770535	0.016405352	0.046162517
MBNL1-AS1	ENSG00000229619	397.143585	0.631572643	0.18666087	3.38352995	0.000715604	0.003166313
ACYP2	ENSG00000170634	142.919632	0.632190977	0.251822956	2.510458087	0.012057463	0.0354292
SLC25A20	ENSG00000178537	439.8248948	0.632458019	0.168913943	3.744261762	0.000180925	0.000945763
RTN4RL1	ENSG00000185924	456.3804131	0.632621764	0.184944915	3.420595611	0.000624842	0.002814685
PLD3	ENSG00000105223	5084.443186	0.63310782	0.108073954	5.858098067	4.68E-09	7.38E-08
ZNF341	ENSG00000131061	239.6779697	0.633393557	0.207139396	3.057813094	0.002229586	0.008442981
PCMTD1	ENSG00000168300	964.3344004	0.633476457	0.138198825	4.583804931	4.57E-06	3.75E-05
NAV1	ENSG00000134369	10554.46805	0.633652166	0.116420395	5.442793455	5.25E-08	6.68E-07
ATP7A	ENSG00000165240	646.2165623	0.633811878	0.147492148	4.297258439	1.73E-05	0.000121933
TGFBI	ENSG00000120708	109134.6172	0.633876872	0.104634281	6.058022927	1.38E-09	2.39E-08
CRAT	ENSG00000095321	315.7955621	0.634265179	0.164416801	3.857666473	0.000114475	0.000637424
ABI3BP	ENSG00000154175	16097.96481	0.634523121	0.164575949	3.855503349	0.000115492	0.000642167
CPT1A	ENSG00000110090	796.6251772	0.634599299	0.159763763	3.972110358	7.12E-05	0.000421921
CAVIN2	ENSG00000168497	2619.893993	0.634659276	0.149682137	4.240046859	2.23E-05	0.000152191
ACSS1	ENSG00000154930	459.3017763	0.634699076	0.152021418	4.175063523	2.98E-05	0.000196424
RAD51-AS1	ENSG00000245849	122.0276685	0.635373949	0.253887385	2.502581798	0.012329113	0.036124952
CXXC5	ENSG00000171604	904.9565929	0.635493133	0.173575903	3.661182934	0.000251053	0.00126676
SPTLC2	ENSG00000100596	1869.238146	0.635612599	0.110706549	5.741418251	9.39E-09	1.41E-07
NPEPL1	ENSG00000215440	269.6016259	0.636035177	0.192651087	3.301487604	0.000961736	0.004100504
RAMP1	ENSG00000132329	1159.131025	0.636259978	0.133997477	4.748298201	2.05E-06	1.84E-05
IL27RA	ENSG00000104998	447.7119978	0.636903532	0.157097508	4.054192445	5.03E-05	0.00031186
SLC2A6	ENSG00000160326	1267.713126	0.636957616	0.178049242	3.577423907	0.000346997	0.001681011
GARNL3	ENSG00000136895	235.0745395	0.63711848	0.190066069	3.352089536	0.000802041	0.003497339
HPS6	ENSG00000166189	1718.595117	0.637316004	0.10037286	6.349485321	2.16E-10	4.36E-09
PCDHGC3	ENSG00000240184	840.4796969	0.637637288	0.150520214	4.236223629	2.27E-05	0.000154398
SPACA9	ENSG00000165698	214.6507626	0.637901074	0.197045442	3.23732977	0.001206539	0.005005905
SLC16A3	ENSG00000141526	8998.664767	0.638494937	0.082526629	7.736835337	1.02E-14	4.09E-13
LRP5	ENSG00000162337	5238.317673	0.638552163	0.113963873	5.603110405	2.11E-08	2.94E-07
PACS2	ENSG00000179364	2548.385417	0.639148258	0.090657407	7.050149306	1.79E-12	5.18E-11
RRAS	ENSG00000126458	2185.532503	0.639523066	0.103909619	6.154608894	7.53E-10	1.37E-08
NBEAL2	ENSG00000160796	2491.147798	0.64024198	0.158159864	4.048068617	5.16E-05	0.000318606
ELFN2	ENSG00000166897	5437.97351	0.640353887	0.117729558	5.439193857	5.35E-08	6.80E-07
SLC2A11	ENSG00000133460	299.9439631	0.640760798	0.185466714	3.454856044	0.000550587	0.002516667
PRSS23	ENSG00000150687	628.6349993	0.64088475	0.167909464	3.816847107	0.000135168	0.000736423
CCDC88B	ENSG00000168071	210.1244924	0.641405863	0.223107267	2.874876606	0.004041854	0.014109267
CGREF1	ENSG00000138028	1436.321061	0.641574876	0.108509092	5.912637023	3.37E-09	5.47E-08
RIPK4	ENSG00000183421	3046.270863	0.641954393	0.165450144	3.880047339	0.000104436	0.000587846
SLC9A3R2	ENSG00000065054	1308.806839	0.642243541	0.116997782	5.489365081	4.03E-08	5.26E-07
KCTD11	ENSG00000213859	447.6179939	0.642283842	0.167866921	3.82614894	0.000130164	0.000714039
DNM3OS	ENSG00000230630	715.9602635	0.64341074	0.200222429	3.213479843	0.00131137	0.00538299
AC060766.7	ENSG00000267745	111.0490793	0.644019621	0.260729922	2.470064103	0.013508884	0.039037109
ENTPD7	ENSG00000198018	717.5730684	0.64419108	0.1530218	4.209799382	2.56E-05	0.00017107
ELOVL7	ENSG00000164181	270.9942869	0.644912133	0.191803893	3.36235164	0.000772816	0.003386056
CACNB3	ENSG00000167535	658.5278425	0.645745374	0.206891113	3.121184691	0.00180125	0.007052968
GPSM1	ENSG00000160360	2236.997982	0.645815878	0.105722582	6.108589725	1.01E-09	1.79E-08
PLD2	ENSG00000129219	563.6747939	0.645991228	0.181480027	3.559572024	0.00037146	0.001785603
AHDC1	ENSG00000126705	1522.378948	0.64626626	0.13010329	4.967332196	6.79E-07	6.81E-06
CARMIL2	ENSG00000159753	435.3070755	0.646774195	0.158619508	4.077519866	4.55E-05	0.000285824
FAM210B	ENSG00000124098	2309.186651	0.647539833	0.10177993	6.362156425	1.99E-10	4.07E-09
NR1H3	ENSG00000025434	239.6570936	0.647724444	0.188707736	3.43242126	0.000598218	0.002708887
PPFIA3	ENSG00000177380	245.1883727	0.648177078	0.211213831	3.068819285	0.002149065	0.008197994
CYB5D2	ENSG00000167740	427.8147649	0.649318942	0.177138541	3.665599469	0.00024676	0.001248745
MST1	ENSG00000173531	158.87975	0.649409102	0.233678337	2.779072758	0.005451431	0.018106581
AFF1	ENSG00000172493	615.8255819	0.64981701	0.156906993	4.141415225	3.45E-05	0.000224072
NEDD9	ENSG00000111859	1071.782212	0.650031611	0.196639642	3.305699723	0.000947396	0.00404936
AP006621.3	ENSG00000255284	121.3603359	0.650289864	0.250614593	2.594780515	0.009465134	0.028847797
FNDC10	ENSG00000228594	543.9374489	0.650317688	0.214185208	3.036239956	0.002395486	0.008966343
ALDH4A1	ENSG00000159423	511.0374466	0.65088159	0.190957469	3.408516008	0.000653173	0.002925347
TGFBR1	ENSG00000106799	1822.919834	0.65119054	0.123681797	5.265047515	1.40E-07	1.64E-06
LBHD1	ENSG00000162194	206.2782732	0.651424328	0.219606785	2.966321501	0.003013853	0.0109512
SORT1	ENSG00000134243	8926.001605	0.65204743	0.124352972	5.243521065	1.58E-07	1.82E-06
MMP25-AS1	ENSG00000261971	259.8712537	0.652193442	0.20558488	3.172380393	0.001511948	0.006088932
TPM2	ENSG00000198467	18295.13874	0.652457149	0.096685417	6.748247781	1.50E-11	3.70E-10
IFNLR1	ENSG00000185436	144.5955126	0.653375316	0.232531518	2.809835505	0.004956683	0.016786185
CNTNAP4	ENSG00000152910	258.0532781	0.654233082	0.198877827	3.289623041	0.001003217	0.004260998
ZNF862	ENSG00000106479	350.857151	0.655645848	0.175771023	3.73011341	0.000191394	0.000994134
SRRM3	ENSG00000177679	121.8581399	0.656545111	0.266978078	2.459172362	0.013925774	0.040033381
GMPR	ENSG00000137198	540.3782132	0.656922436	0.173534042	3.785553706	0.000153367	0.0008185
RGS14	ENSG00000169220	120.4083799	0.657166483	0.255396233	2.573125199	0.010078474	0.030360451
VAT1	ENSG00000108828	6858.827731	0.657319098	0.103716763	6.337636094	2.33E-10	4.70E-09
ZNF254	ENSG00000213096	116.5641493	0.657690764	0.26049659	2.524757672	0.011577809	0.034239912
BRICD5	ENSG00000182685	154.6623112	0.657892517	0.24163636	2.722655301	0.006475959	0.020967266
CORO1B	ENSG00000172725	3977.73387	0.658116055	0.093626633	7.02915439	2.08E-12	5.90E-11
CCDC92	ENSG00000119242	765.8831396	0.658386128	0.14500388	4.540472493	5.61E-06	4.49E-05
SCP2	ENSG00000116171	2852.521919	0.659131651	0.094432506	6.979923309	2.95E-12	8.21E-11
GDPD5	ENSG00000158555	398.5544788	0.659199337	0.166152574	3.967433808	7.27E-05	0.000429956
PCOLCE	ENSG00000106333	3306.042626	0.659243082	0.118324431	5.571487443	2.53E-08	3.46E-07
F3	ENSG00000117525	5878.519851	0.65928217	0.147413671	4.472327201	7.74E-06	5.96E-05
FAM229A	ENSG00000225828	344.3494893	0.659485149	0.176107163	3.744794576	0.000180541	0.000944394
PLCD3	ENSG00000161714	2391.693071	0.659634303	0.101605081	6.492138944	8.46E-11	1.88E-09
TUBA4A	ENSG00000127824	6268.70724	0.659895183	0.156504382	4.216464576	2.48E-05	0.000166812
BTBD19	ENSG00000222009	253.5716395	0.659921674	0.186998882	3.529014002	0.000417111	0.001975716
KANK2	ENSG00000197256	5602.309642	0.66004622	0.095636926	6.901583406	5.14E-12	1.38E-10
PRKCD	ENSG00000163932	1517.735054	0.660715161	0.105280644	6.275751522	3.48E-10	6.80E-09
CBX6	ENSG00000183741	9866.037124	0.661208674	0.082236218	8.040358479	8.96E-16	4.23E-14
AC122688.3	ENSG00000279233	134.9162035	0.661227894	0.266826255	2.47812156	0.013207614	0.038294688
GLS	ENSG00000115419	10538.66728	0.661962172	0.139891271	4.731976242	2.22E-06	1.97E-05
FLJ22447	ENSG00000232774	532.3741751	0.662306179	0.15843225	4.180374754	2.91E-05	0.000192545
ABCC2	ENSG00000023839	2935.311195	0.663551229	0.145322484	4.566060316	4.97E-06	4.03E-05
ABCC5	ENSG00000114770	1215.576616	0.663689708	0.126928734	5.228837394	1.71E-07	1.96E-06
TCEAL8	ENSG00000180964	552.3545124	0.66404297	0.145002017	4.579542987	4.66E-06	3.81E-05
SHC1	ENSG00000160691	21867.88394	0.664183345	0.098366738	6.752113164	1.46E-11	3.62E-10
FAM172A	ENSG00000113391	638.0220335	0.664776115	0.132653593	5.011369077	5.40E-07	5.54E-06
FAM102B	ENSG00000162636	272.3321561	0.665560517	0.191772246	3.470577892	0.00051934	0.002392843
LINC02210	ENSG00000204650	205.9280604	0.666306189	0.204604961	3.256549535	0.001127753	0.004720281
RHOBTB1	ENSG00000072422	642.1021219	0.666548582	0.139641922	4.773269898	1.81E-06	1.64E-05
FBLN5	ENSG00000140092	4436.16299	0.666809307	0.133062964	5.011231438	5.41E-07	5.54E-06
C15orf52	ENSG00000188549	4760.923792	0.667678347	0.134924215	4.94854348	7.48E-07	7.44E-06
LGALSL	ENSG00000119862	607.6243854	0.667831675	0.15868034	4.208660475	2.57E-05	0.000171786
KIAA0930	ENSG00000100364	3632.854052	0.668312445	0.125670056	5.317992732	1.05E-07	1.26E-06
TIMP2	ENSG00000035862	13857.717	0.669714457	0.121778384	5.499452635	3.81E-08	4.99E-07
SLC37A2	ENSG00000134955	1741.518148	0.670557457	0.100348277	6.682301621	2.35E-11	5.60E-10
RAB3D	ENSG00000105514	1279.20971	0.670567792	0.125548204	5.341118153	9.24E-08	1.12E-06
HTR2C	ENSG00000147246	110.7539458	0.671093525	0.264829325	2.534060474	0.011274927	0.033452395
TOM1	ENSG00000100284	1497.022621	0.671430959	0.156856404	4.280545402	1.86E-05	0.000129928
DGKG	ENSG00000058866	189.1401726	0.671797339	0.275979823	2.434226287	0.014923662	0.042446675
BBS12	ENSG00000181004	172.2440295	0.672148925	0.269555397	2.493546534	0.012647401	0.036890625
SUMF1	ENSG00000144455	1283.481481	0.67371806	0.1403663	4.799713761	1.59E-06	1.46E-05
VCAN	ENSG00000038427	1815.376563	0.673821901	0.117469397	5.736148466	9.69E-09	1.44E-07
SLC12A9	ENSG00000146828	1971.575404	0.674114012	0.130698631	5.157774096	2.50E-07	2.76E-06
SH3BGRL	ENSG00000131171	1805.963125	0.674869159	0.107995989	6.249020573	4.13E-10	7.94E-09
PLEKHH1	ENSG00000054690	185.7843454	0.67500577	0.223272098	3.023242835	0.002500815	0.009304564
SLCO2A1	ENSG00000174640	159.3176669	0.675151002	0.22373991	3.017570728	0.002548096	0.009460094
S1PR1	ENSG00000170989	396.5047879	0.675917494	0.223057468	3.030239247	0.002443601	0.009122166
SNPH	ENSG00000101298	383.8848629	0.676254231	0.180936942	3.737513322	0.000185849	0.000968572
PRSS53	ENSG00000151006	222.3167144	0.676513819	0.202794757	3.335953202	0.000850075	0.003680973
SEC31B	ENSG00000075826	366.3496801	0.677371574	0.169361835	3.999552642	6.35E-05	0.000381819
CAPN1	ENSG00000014216	10375.49482	0.677537005	0.146861511	4.613441612	3.96E-06	3.30E-05
PDK2	ENSG00000005882	399.4531462	0.678647664	0.164999717	4.113023188	3.91E-05	0.000249033
TLDC1	ENSG00000140950	1100.367701	0.679508747	0.139147987	4.883353041	1.04E-06	1.00E-05
AC073365.1	ENSG00000223812	548.7229764	0.679782011	0.14520153	4.681644942	2.85E-06	2.44E-05
AHSA2	ENSG00000173209	1885.923109	0.680314678	0.121838967	5.583719996	2.35E-08	3.26E-07
TNFRSF21	ENSG00000146072	776.8891587	0.6810558	0.226712193	3.004054578	0.002664075	0.009831963
PEX11A	ENSG00000166821	288.6447287	0.682060076	0.181496269	3.757983997	0.000171288	0.000901451
IMPA2	ENSG00000141401	1237.736129	0.682153952	0.144923312	4.706999466	2.51E-06	2.20E-05
STXBP1	ENSG00000136854	1201.626317	0.682815749	0.136913459	4.987206905	6.13E-07	6.19E-06
TMEM60	ENSG00000135211	429.3674193	0.68324599	0.15719042	4.346613418	1.38E-05	9.97E-05
NAGK	ENSG00000124357	1044.914323	0.68407571	0.121681399	5.621859348	1.89E-08	2.66E-07
ZNF519	ENSG00000175322	362.2298527	0.684143053	0.157903036	4.33267827	1.47E-05	0.000105379
ADCY6	ENSG00000174233	2350.747536	0.684276699	0.107559238	6.361858944	1.99E-10	4.08E-09
PON2	ENSG00000105854	6300.947182	0.684309649	0.085362785	8.016486912	1.09E-15	5.05E-14
SEMA4F	ENSG00000135622	657.3110278	0.684873319	0.149600816	4.578005231	4.69E-06	3.84E-05
GABARAP	ENSG00000170296	1310.828306	0.68540568	0.108810961	6.299049964	2.99E-10	5.91E-09
KIAA0513	ENSG00000135709	771.5424074	0.685837149	0.126495557	5.421827973	5.90E-08	7.41E-07
PPP1R10	ENSG00000204569	2972.221569	0.685968122	0.14235914	4.818574508	1.45E-06	1.35E-05
MINPP1	ENSG00000107789	946.0573055	0.686040778	0.121926597	5.626670444	1.84E-08	2.59E-07
HERC2P2	ENSG00000276550	1575.169553	0.686792172	0.109996064	6.243788625	4.27E-10	8.19E-09
KIAA0895L	ENSG00000196123	1520.547641	0.687541843	0.124443634	5.52492578	3.30E-08	4.37E-07
HEXIM1	ENSG00000186834	2910.635113	0.687840819	0.119631937	5.749642073	8.94E-09	1.34E-07
NADSYN1	ENSG00000172890	2459.871327	0.687849492	0.09241297	7.443213818	9.83E-14	3.54E-12
SHPK	ENSG00000197417	153.7909276	0.68789701	0.24028556	2.862831251	0.004198741	0.014569027
EXD3	ENSG00000187609	440.891732	0.688117485	0.15766281	4.364488269	1.27E-05	9.31E-05
KLHDC8B	ENSG00000185909	192.2491146	0.688195977	0.205409957	3.350353548	0.000807085	0.003515388
HOMEZ	ENSG00000215271	527.4217339	0.691225522	0.147401043	4.689420846	2.74E-06	2.37E-05
ALDH5A1	ENSG00000112294	129.449962	0.69144889	0.256502203	2.695684026	0.007024426	0.02250858
ZNF823	ENSG00000197933	135.0637379	0.691525483	0.26018289	2.657843808	0.007864233	0.024785651
PIP5K1C	ENSG00000186111	2812.523304	0.691579661	0.107083482	6.458322489	1.06E-10	2.32E-09
TFPI2	ENSG00000105825	293.9267568	0.692318591	0.231218203	2.994221834	0.002751458	0.010123203
IL1R1	ENSG00000115594	2645.182082	0.693084578	0.105973454	6.540171621	6.14E-11	1.38E-09
CCDC28B	ENSG00000160050	469.5035741	0.693764816	0.19744845	3.513650353	0.000441994	0.002078376
PMP22	ENSG00000109099	1553.670009	0.693950679	0.120069899	5.7795558	7.49E-09	1.14E-07
TRPM3	ENSG00000083067	153.4868286	0.694498436	0.266425246	2.606729084	0.009141165	0.028003716
PLIN3	ENSG00000105355	9771.225866	0.694531889	0.1434204	4.842629691	1.28E-06	1.20E-05
MRAS	ENSG00000158186	1492.579884	0.694612454	0.116921099	5.940864885	2.84E-09	4.68E-08
MARK4	ENSG00000007047	1319.729129	0.694716791	0.127776286	5.436977495	5.42E-08	6.88E-07
UST	ENSG00000111962	904.5154186	0.694854338	0.12311222	5.644072854	1.66E-08	2.36E-07
OSBPL7	ENSG00000006025	542.6728853	0.694943646	0.155121931	4.479983199	7.46E-06	5.77E-05
COLGALT2	ENSG00000198756	140.8191116	0.695157844	0.276224815	2.516637919	0.011848052	0.034899654
TRAPPC1	ENSG00000170043	1829.743331	0.695917052	0.131489038	5.29258608	1.21E-07	1.43E-06
TTLL7	ENSG00000137941	834.0685729	0.695951101	0.125546922	5.54335455	2.97E-08	4.00E-07
SULT1B1	ENSG00000173597	312.5028842	0.696190391	0.256036465	2.719106404	0.006545855	0.02116711
CDON	ENSG00000064309	224.4576822	0.69630494	0.217542715	3.200773424	0.001370593	0.005587666
VAMP3	ENSG00000049245	3180.184117	0.697055812	0.086445768	8.063504168	7.41E-16	3.56E-14
CBX8	ENSG00000141570	478.8323726	0.697188737	0.152220701	4.580117757	4.65E-06	3.80E-05
SLC9A7	ENSG00000065923	1504.478412	0.697447138	0.101927287	6.842594921	7.78E-12	2.02E-10
SERPINI1	ENSG00000163536	191.5846998	0.698053949	0.242895395	2.873887124	0.004054538	0.014150366
KDM5B	ENSG00000117139	2817.971918	0.698157236	0.125954742	5.542921417	2.97E-08	4.01E-07
HERC2P3	ENSG00000180229	625.5413701	0.698292079	0.140791639	4.9597553	7.06E-07	7.07E-06
ARHGAP31	ENSG00000031081	1083.455559	0.698349972	0.119983311	5.820392553	5.87E-09	9.10E-08
MAOA	ENSG00000189221	3088.421531	0.698604635	0.096071477	7.27171742	3.55E-13	1.17E-11
ORMDL3	ENSG00000172057	1208.287897	0.699081588	0.116187291	6.016850743	1.78E-09	3.04E-08
TMEM92	ENSG00000167105	356.4322141	0.699440165	0.178306212	3.922690948	8.76E-05	0.000504768
CHST15	ENSG00000182022	157.0976474	0.699512285	0.246617248	2.836428879	0.004562114	0.015606386
TMEM219	ENSG00000149932	1241.68664	0.699996493	0.107984991	6.482349869	9.03E-11	1.99E-09
FBXO44	ENSG00000132879	299.4196799	0.700145827	0.183254831	3.820613194	0.00013312	0.000727185
GLMP	ENSG00000198715	754.072402	0.700566666	0.167167794	4.190799242	2.78E-05	0.000184773
C19orf66	ENSG00000130813	722.1100381	0.700671662	0.156856794	4.4669513	7.93E-06	6.08E-05
SPANXB1	ENSG00000227234	2129.643055	0.701080586	0.110844184	6.324919923	2.53E-10	5.06E-09
PRRT3	ENSG00000163704	173.4996617	0.701851799	0.225502416	3.112391489	0.001855782	0.007235502
MYD88	ENSG00000172936	1288.356539	0.702104068	0.123591081	5.680863547	1.34E-08	1.94E-07
ACBD4	ENSG00000181513	424.8888078	0.702682342	0.166580533	4.218274061	2.46E-05	0.000165694
ADGRF5	ENSG00000069122	14837.77233	0.70277343	0.140848613	4.989565852	6.05E-07	6.13E-06
AL391422.3	ENSG00000270504	435.2551267	0.703351241	0.1744746	4.031252929	5.55E-05	0.000339989
ZNF675	ENSG00000197372	182.8566795	0.704153242	0.213315545	3.300993573	0.000963431	0.004106604
HERC6	ENSG00000138642	396.9056745	0.704605988	0.169658814	4.153076228	3.28E-05	0.000214022
ZNF10	ENSG00000256223	149.4867159	0.705514915	0.231635389	3.045799348	0.002320626	0.008736641
DGLUCY	ENSG00000133943	934.9628838	0.705951845	0.13957371	5.057914172	4.24E-07	4.46E-06
LACTB	ENSG00000103642	2101.541744	0.706062326	0.122238438	5.776107231	7.64E-09	1.16E-07
TCEAL3	ENSG00000196507	1135.488866	0.706366155	0.129600963	5.450315639	5.03E-08	6.44E-07
FCHSD1	ENSG00000197948	638.296468	0.706619296	0.142077405	4.973481162	6.58E-07	6.62E-06
TCEAL1	ENSG00000172465	546.5118528	0.706883885	0.149808294	4.718589789	2.37E-06	2.09E-05
KRT34	ENSG00000131737	283.2895983	0.706975775	0.181994358	3.884602701	0.000102497	0.000578399
BX322557.1	ENSG00000215447	187.0321906	0.707403371	0.21436327	3.300021363	0.000966775	0.004119727
WHRN	ENSG00000095397	545.1391495	0.707422409	0.13945692	5.072694902	3.92E-07	4.17E-06
C20orf194	ENSG00000088854	879.3244193	0.70748759	0.150978211	4.686024446	2.79E-06	2.40E-05
ORAI3	ENSG00000175938	277.9018896	0.707616429	0.188055207	3.762812215	0.000168013	0.000886319
COPZ2	ENSG00000005243	182.9727684	0.710817671	0.234683522	3.02883502	0.002454987	0.009158174
COL3A1	ENSG00000168542	467.2948969	0.710825466	0.220836366	3.218788097	0.001287336	0.005295523
CCDC142	ENSG00000135637	378.0753821	0.71086071	0.165767495	4.288299758	1.80E-05	0.000126268
TYMP	ENSG00000025708	2115.684071	0.710915836	0.126900411	5.602155487	2.12E-08	2.95E-07
CAT	ENSG00000121691	2529.155972	0.711774658	0.114764235	6.202059859	5.57E-10	1.04E-08
SPOCK1	ENSG00000152377	2491.61387	0.712395968	0.105475724	6.754122567	1.44E-11	3.58E-10
ACOX1	ENSG00000161533	1641.152901	0.712440443	0.11115813	6.409251782	1.46E-10	3.09E-09
ZNF431	ENSG00000196705	575.277611	0.712902985	0.137630722	5.179824487	2.22E-07	2.48E-06
S1PR3	ENSG00000213694	397.3237896	0.713165963	0.180718317	3.946284878	7.94E-05	0.00046304
ALAD	ENSG00000148218	1918.091515	0.71384425	0.206472264	3.457337253	0.000545542	0.002497279
IFITM1	ENSG00000185885	774.2006255	0.713917537	0.149165738	4.786069138	1.70E-06	1.56E-05
TCTA	ENSG00000145022	1597.405613	0.714051848	0.105415467	6.773691478	1.26E-11	3.17E-10
PDCD4	ENSG00000150593	3023.811827	0.71454488	0.126800706	5.635180597	1.75E-08	2.48E-07
ATP13A2	ENSG00000159363	3156.66828	0.71518429	0.101832454	7.023146983	2.17E-12	6.14E-11
RPH3AL	ENSG00000181031	334.8142627	0.715754957	0.181453254	3.944569417	7.99E-05	0.000465668
AL513318.2	ENSG00000269994	98.30123501	0.71598477	0.272248747	2.629891881	0.008541203	0.026468361
SLC9A5	ENSG00000135740	480.2135571	0.716564895	0.175759569	4.076960931	4.56E-05	0.000286277
ZFC3H1	ENSG00000133858	2294.531864	0.716585607	0.119180493	6.012608191	1.83E-09	3.11E-08
ZNF107	ENSG00000196247	413.9437543	0.717539324	0.157919962	4.543689827	5.53E-06	4.44E-05
MYPOP	ENSG00000176182	515.2282202	0.718757772	0.144273246	4.981920021	6.30E-07	6.34E-06
AC245128.1	ENSG00000215765	303.3447161	0.719328932	0.201786643	3.564799548	0.000364134	0.001754274
RAB3B	ENSG00000169213	390.0708721	0.719571503	0.190791917	3.771498895	0.00016227	0.000861872
MYO18A	ENSG00000196535	2697.218976	0.720099997	0.139280344	5.17014804	2.34E-07	2.60E-06
ZNF605	ENSG00000196458	313.390964	0.720508766	0.171262116	4.207052801	2.59E-05	0.000172717
SPARC	ENSG00000113140	33646.28928	0.721149107	0.109197899	6.604056614	4.00E-11	9.20E-10
MMP14	ENSG00000157227	1110.526774	0.721333216	0.133309304	5.410974273	6.27E-08	7.85E-07
BTRC	ENSG00000166167	891.4338199	0.721604546	0.120183843	6.004172691	1.92E-09	3.25E-08
MEGF9	ENSG00000106780	657.0208716	0.722070142	0.192091406	3.758992437	0.000170599	0.00089813
IFITM3	ENSG00000142089	9692.97265	0.722144045	0.101712125	7.099881564	1.25E-12	3.80E-11
MYL6	ENSG00000092841	22505.50814	0.722440558	0.152957488	4.723146077	2.32E-06	2.05E-05
LHPP	ENSG00000107902	290.4867873	0.722967848	0.175215744	4.126158025	3.69E-05	0.000237476
MAP3K12	ENSG00000139625	789.6198907	0.723961673	0.133952996	5.404594871	6.50E-08	8.09E-07
RAC2	ENSG00000128340	2105.689478	0.72396588	0.154743493	4.678489966	2.89E-06	2.47E-05
